group	position	locus
LG6	54,98137129	LOC112038250
LG6	55,09390548	LOC112038252
LG6	55,2	LOC112035434
LG6	55,74213128	NW_019824358.1-F002
LG6	55,91338379	LOC111989601
LG6	56,07363585	LOC112005663
LG6	56,45871222	LOC112022787
LG6	56,69248515	LOC111995091
LG6	56,7	LOC112004602
LG6	56,71392923	LOC112022802
LG6	57,99992036	NW_019818801.1-F000
LG6	58,00400729	NW_019815255.1-F000
LG6	58,31192652	LOC111996876
LG6	59,77696766	NW_019823254.1-F001
LG6	60,01008971	LOC112002234
LG6	60,43431763	NW_019815580.1-F002
LG6	60,46012765	LOC112040639
LG6	60,7	LOC112005522
LG6	60,7	NW_019827346.1-F000
LG6	60,78752316	LOC112005518
LG6	62,98650288	LOC112001927
LG6	63,02367707	LOC112001932
LG6	63,02669957	LOC112001923
LG6	63,07088625	LOC112001922
LG6	63,08400603	LOC112032169
LG6	63,11662844	LOC112032168
LG6	63,21222155	LOC112038688
LG6	63,28315766	LOC112004611
LG6	63,3	LOC111999635
LG6	63,3	LOC112004341
LG6	63,3	LOC112004362
LG6	63,3	LOC112013229
LG6	63,3	LOC112019439
LG6	63,3	LOC112019440
LG6	63,3	LOC112019441
LG6	63,3	LOC112024220
LG6	63,3	LOC112030656
LG6	63,3	LOC112033310
LG7	0	LOC111992287
LG7	0	NW_019819677.1-F000
LG7	0,2	LOC111994441
LG7	0,2	LOC112027037
LG7	0,2	NW_019813445.1-F000
LG7	0,2	NW_019815451.1-F000
LG7	0,2	NW_019821383.1-F001
LG7	0,339919897	LOC112020169
LG7	0,882560659	LOC112027936
LG7	3,40897637	LOC111997864
LG7	3,503622918	LOC112037805
LG7	3,503623441	NW_019814698.1-F000
LG7	4,300687326	LOC112030237
LG7	4,434226085	LOC112034915
LG7	4,86603585	LOC112028397
LG7	4,892680448	LOC111994015
LG7	7,346466153	NW_019819344.1-F000
LG7	9,812247854	LOC111997662
LG7	10,05674707	LOC112039260
LG7	10,2	LOC111990287
LG7	10,2	LOC111990295
LG7	10,2	LOC112012638
LG7	10,2	LOC112012652
LG7	10,2	LOC112014216
LG7	10,2	LOC112014227
LG7	10,2	LOC112025299
LG7	10,2	LOC112025402
LG7	10,2	LOC112034359
LG7	10,2	LOC112035599
LG7	10,2	NW_019825470.1-F000
LG7	10,97924548	LOC112023843
LG7	10,98873557	LOC111989620
LG7	10,99680595	LOC112007419
LG7	11,76373165	LOC112024967
LG7	11,9	LOC112024960
LG7	13,06106634	LOC112040556
LG7	13,1	LOC111999694
LG7	13,1	LOC111999700
LG7	13,11286068	LOC112016124
LG7	13,44927864	LOC112018456
LG7	13,8983784	LOC112013005
LG7	13,9	LOC112013004
LG7	13,9	LOC112025717
LG7	13,9	NW_019810212.1-F000
LG7	14,30379239	LOC112004927
LG7	14,61702643	LOC112001571
LG7	14,64521451	LOC112037298
LG7	14,65183639	LOC111990935
LG7	14,68330788	NW_019811582.1-F000
LG7	14,81534614	LOC112003901
LG7	14,89624147	NW_019824902.1-F000
LG7	15,09898556	LOC112007259
LG7	15,1715801	NW_019824687.1-F000
LG7	15,89795704	LOC112018452
LG7	15,97536151	NW_019808050.1-F000
LG7	16,26166707	LOC111994151
LG7	16,27914769	LOC112027482
LG7	16,59356385	NW_019811222.1-F000
LG7	16,89372172	LOC111987899
LG7	17,07177293	LOC112033143
LG7	17,17788387	NW_019821170.1-F000
LG7	17,3	LOC111998122
LG7	17,64108868	LOC112015495
LG7	19,27318003	NW_019808292.1-F000
LG7	19,35943465	LOC112036397
LG7	19,38008917	LOC112022487
LG7	19,40146773	LOC112002925
LG7	19,40648244	LOC112002929
LG7	19,4309606	LOC112002953
LG7	19,49050929	LOC112033259
LG7	19,69712923	NW_019810303.1-F000
LG7	20,13107449	LOC112030481
LG7	20,14200838	LOC111998147
LG7	20,1954603	NW_019820325.1-F001
LG7	20,88741132	NW_019820325.1-F000
LG7	21,21404506	NW_019819323.1-F000
LG7	21,35433217	LOC112019017
LG7	21,50196936	LOC112019155
LG7	21,65569136	LOC111991103
LG7	21,68952916	NW_019819323.1-F001
LG7	22,44622137	LOC112010529
LG7	22,58198576	NW_019813446.1-F000
LG7	22,9	LOC111987351
LG7	22,9	LOC112012529
LG7	22,9	NW_019817525.1-F000
LG7	22,9	NW_019823733.1-F000
LG7	22,9	NW_019826492.1-F000
LG7	24,26320374	LOC112001878
LG7	24,46251903	LOC112016618
LG7	24,82587326	LOC112002205
LG7	25,31744943	LOC112024114
LG7	25,9195222	NW_019809679.1-F000
LG7	25,93348392	LOC112024117
LG7	25,98785426	LOC112025374
LG7	26,13523554	LOC111985646
LG7	26,25863437	LOC112022376
LG7	26,3	LOC112030897
LG7	26,3	NW_019812140.1-F001
LG7	26,3	NW_019815583.1-F000
LG7	26,30110029	LOC112030874
LG7	26,80124033	NW_019812140.1-F000
LG7	26,85819735	LOC112023962
LG7	26,85918286	LOC112023960
LG7	26,92030116	LOC111984135
LG7	27,2	LOC112028281
LG7	27,2	NW_019825860.1-F000
LG7	27,39847954	LOC112028503
LG7	27,59109726	LOC112030200
LG7	27,79778584	NW_019805636.1-F000
LG7	27,8749028	LOC111987720
LG7	28,01089593	LOC112016977
LG7	28,48392294	LOC112017161
LG7	28,66238649	LOC112034726
LG7	28,7	LOC112010346
LG7	28,72330354	LOC112036595
LG7	29,62404602	LOC112004059
LG7	30,42262892	LOC111990388
LG7	30,79974414	LOC112023438
LG7	30,79974626	LOC112023882
LG7	31,12921056	LOC112023426
LG7	31,12934853	NW_019809558.1-F002
LG7	31,62074159	LOC112025144
LG7	31,62227412	NW_019819375.1-F000
LG7	31,9	LOC111993096
LG7	31,90044648	LOC112033919
LG7	31,92613286	LOC112033922
LG7	31,99727645	NW_019813495.1-F000
LG7	32,20005747	LOC111984870
LG7	32,33345409	LOC112031449
LG7	32,36427357	LOC112031435
LG7	32,44432702	LOC112031434
LG7	32,68298032	LOC112001155
LG7	32,94804035	LOC112031436
LG7	33,10660516	LOC112037273
LG7	33,213743	LOC112030867
LG7	33,33215251	LOC112030882
LG7	33,42218019	LOC112032165
LG7	33,53074975	LOC112005644
LG7	33,65883067	LOC111991549
LG7	33,7023458	LOC111991617
LG7	33,89469569	LOC112027495
LG7	33,90583444	LOC112027503
LG7	34,16901106	LOC112031067
LG7	34,19332091	LOC112019766
LG7	34,33579868	LOC112031061
LG7	34,33580059	LOC111987279
LG7	34,35253712	LOC111998576
LG7	34,42339384	LOC111998579
LG7	34,54614334	LOC112003482
LG7	34,81837684	NW_019810771.1-F000
LG7	34,94477971	LOC111994494
LG7	35,34439625	LOC112018489
LG7	35,80870576	LOC112018474
LG7	35,8978279	LOC112018478
LG7	35,9	LOC112032492
LG7	35,91065942	LOC112032489
LG7	35,93881413	LOC112032498
LG7	35,96061907	LOC111994350
LG7	36,00136493	LOC111994348
LG7	36,15325549	LOC111985504
LG7	36,35571999	LOC112031441
LG7	36,37405428	LOC112024244
LG7	36,41820287	LOC112031464
LG7	36,4330252	NW_019809686.1-F000
LG7	37,23435428	LOC111998657
LG7	38,13437689	LOC111998662
LG7	38,76960319	LOC112019309
LG7	38,9248643	LOC112017297
LG7	39,3	LOC111996774
LG7	39,3	LOC111996792
LG7	39,3	LOC111996795
LG7	39,3	LOC112040237
LG7	39,38698712	LOC112012784
LG7	39,90082225	LOC111997460
LG7	40,42165618	LOC112009729
LG7	41,22849128	LOC111989234
LG7	41,28361008	LOC112009761
LG7	41,62621229	NW_019823816.1-F000
LG7	41,95587517	LOC112027537
LG7	42,30211055	NW_019824108.1-F000
LG7	42,32630009	LOC112039671
LG7	42,33289739	LOC112006697
LG7	42,49893166	LOC111997155
LG7	42,52136353	LOC111997152
LG7	42,56486904	LOC112039702
LG7	42,70667507	LOC111997148
LG7	43,03835382	LOC111998088
LG7	43,47670742	LOC111991978
LG7	43,53921818	LOC111991979
LG7	43,56875364	LOC112038258
LG7	43,77932658	NW_019821102.1-F000
LG7	43,82252677	LOC112036077
LG7	43,9108984	LOC112036019
LG7	43,91089953	LOC112015500
LG7	43,9352064	NW_019826855.1-F000
LG7	43,9448212	LOC112022512
LG7	44,07929659	NW_019805694.1-F000
LG7	44,08361632	LOC112007674
LG7	44,48463414	LOC112032134
LG7	46,64137248	LOC112022741
LG7	47,5	LOC112005532
LG7	47,6700417	NW_019809110.1-F000
LG7	49,53163036	LOC112036608
LG7	49,70024031	LOC112036359
LG7	49,72321873	NW_019814572.1-F000
LG7	50,0501505	LOC112036364
LG7	50,16815383	LOC112005313
LG7	50,84427451	LOC112006099
LG7	51,1239621	NW_019825840.1-F000
LG7	51,18808197	NW_019813036.1-F000
LG7	51,22083745	LOC112033008
LG7	52,4	LOC112017273
LG7	52,4	LOC112030762
LG7	52,4	NW_019819788.1-F000
LG7	52,52971376	LOC111992557
LG7	52,80815735	LOC112016535
LG7	52,83964469	LOC112016531
LG7	52,96004385	LOC112025659
LG7	52,97074162	LOC112025664
LG7	52,97318005	LOC112025658
LG7	53	LOC111989515
LG7	53,64711076	LOC111993035
LG7	53,79676303	LOC111992995
LG7	55,5	LOC112001937
LG8	0	LOC112012956
LG8	0	LOC112012964
LG8	1,447768097	LOC111998420
LG8	2,7	LOC112017509
LG8	2,7	LOC112029734
LG8	2,7	NW_019824845.1-F000
LG8	2,834644115	NW_019814570.1-F000
LG8	2,871136306	LOC111998427
LG8	3,003692921	LOC112003820
LG8	3,044893916	LOC111992129
LG8	3,112263479	NW_019812449.1-F000
LG8	3,112316168	NW_019825261.1-F002
LG8	3,171508548	NW_019818079.1-F000
LG8	3,228290633	LOC112008969
LG8	3,274723118	LOC112008961
LG8	3,42384546	LOC112022585
LG8	3,652914256	LOC111985872
LG8	4,2	LOC111992709
LG8	4,2	LOC111993832
LG8	4,2	LOC112004114
LG8	4,2	LOC112008788
LG8	4,350092929	LOC112021751
LG8	4,705699371	NW_019811254.1-F002
LG8	4,749136513	LOC112028028
LG8	4,805976928	LOC111988189
LG8	4,918596525	LOC112022623
LG8	4,923653116	LOC111984848
LG8	5	LOC111986553
LG8	5	LOC111994257
LG8	5	LOC112006055
LG8	5	LOC112007134
LG8	5	LOC112010562
LG8	5	LOC112013079
LG8	5	LOC112015934
LG8	5	LOC112016060
LG8	5	LOC112016416
LG8	5	LOC112021022
LG8	5	LOC112021040
LG8	5	LOC112021047
LG8	5	LOC112030174
LG8	5	LOC112038496
LG8	5	NW_019809993.1-F000
LG8	5	NW_019819791.1-F000
LG8	5,13044459	LOC111991872
LG8	5,132155501	LOC111991871
LG8	5,184430536	LOC112036213
LG8	5,199222706	LOC112006446
LG8	5,330156216	LOC112001089
LG8	5,504545573	LOC112038062
LG8	5,520957898	LOC112004419
LG8	5,546535661	LOC112004398
LG8	5,728917372	NW_019824686.1-F000
LG8	5,786696208	LOC112003340
LG8	6,1	LOC112007184
LG8	6,1	LOC112009861
LG8	6,1	NW_019821089.1-F000
LG8	6,339573809	LOC112013020
LG8	6,449825743	LOC112032964
LG8	7,051837942	LOC112000320
LG8	7,128466457	NW_019822816.1-F000
LG8	7,248676751	LOC112035020
LG8	7,516928726	LOC111987371
LG8	7,791504343	NW_019817526.1-F000
LG8	8,116976718	NW_019814101.1-F000
LG8	8,506928517	LOC111998874
LG8	8,536718765	LOC111986739
LG8	8,960910363	NW_019816619.1-F000
LG8	9,139518964	NW_019818379.1-F000
LG8	9,287184336	LOC111989413
LG8	9,4	LOC111989419
LG8	9,955120761	LOC112027386
LG8	10,14050883	NW_019826004.1-F000
LG8	12,08279268	LOC111986536
LG8	12,1834152	NW_019817198.1-F000
LG8	12,33505798	LOC112035737
LG8	12,67620272	LOC111996520
LG8	13,07761761	LOC111992813
LG8	13,41805805	LOC112009251
LG8	13,45498674	LOC111998541
LG8	13,81923424	LOC112021690
LG8	13,90659257	LOC111985784
LG8	14,69984669	LOC112037940
LG8	14,82633335	LOC111986904
LG8	15,04905926	LOC112030709
LG8	15,90552591	LOC112004337
LG8	16,16631469	NW_019815580.1-F000
LG8	16,27187616	NW_019814683.1-F000
LG8	16,38361653	LOC112040601
LG8	16,38367205	NW_019815580.1-F001
LG8	16,43445589	LOC111982907
LG8	17,08835199	LOC112037923
LG8	17,23856013	LOC112037932
LG8	17,49368123	NW_019809990.1-F000
LG8	17,55723882	LOC111992577
LG8	17,73778566	LOC111991533
LG8	17,8	LOC111982921
LG8	18,44894356	LOC112005109
LG8	18,47869229	NW_019824178.1-F000
LG8	18,60322442	LOC112040202
LG8	18,68412591	NW_019805958.1-F000
LG8	19,38512301	LOC112032244
LG8	19,64908491	LOC112000513
LG8	19,71356346	LOC112013407
LG8	19,92053865	NW_019826870.1-F000
LG8	19,9628216	LOC111992855
LG8	20,04083607	NW_019826874.1-F000
LG8	20,15227854	LOC111999180
LG8	20,39910345	LOC112000343
LG8	20,4	LOC111992184
LG8	20,4	LOC111996498
LG8	20,4	NW_019815017.1-F000
LG8	20,43294373	LOC112000316
LG8	20,60150782	LOC112025743
LG8	20,64599901	LOC111992175
LG8	20,7825173	NW_019819671.1-F000
LG8	20,79982722	LOC112032115
LG8	20,86157557	LOC112001946
LG8	20,89715938	LOC112001951
LG8	21,04948268	LOC112005561
LG8	21,58932242	NW_019817294.1-F000
LG8	22,32202995	NW_019818377.1-F000
LG8	22,44634518	NW_019811344.1-F000
LG8	22,8079325	LOC112035095
LG8	22,9	LOC111999980
LG8	22,9	LOC111999985
LG8	22,9	LOC111999987
LG8	22,9	LOC112028509
LG8	23,05579609	LOC112008950
LG8	23,5	LOC111986795
LG8	23,50727975	LOC112032293
LG8	23,54740069	LOC111986801
LG8	23,89445758	NW_019826424.1-F000
LG8	24,03586966	LOC111986804
LG8	24,1811007	LOC112032294
LG8	24,75835434	LOC112032301
LG8	25	LOC112012003
LG8	25	LOC112012004
LG8	25	LOC112026576
LG8	25	NW_019822142.1-F001
LG8	25,6	LOC112034847
LG8	25,6	NW_019805658.1-F001
LG8	25,62249231	LOC112031721
LG8	25,79059788	LOC112031593
LG8	25,80866367	NW_019828800.1-F000
LG8	26,13429448	NW_019815280.1-F000
LG8	26,24408059	LOC112039689
LG8	26,50751606	NW_019828022.1-F000
LG8	27,70535299	LOC111986360
LG8	27,70576916	LOC111998330
LG8	27,75501682	NW_019810962.1-F000
LG8	27,8	LOC111998299
LG8	27,95841649	LOC112034511
LG8	28,14978793	LOC112014941
LG8	28,36145682	NW_019823769.1-F000
LG8	29,05662679	LOC112004897
LG8	29,21856771	LOC111982932
LG8	30,3296117	LOC112023984
LG8	30,45063816	LOC111998583
LG8	30,50743615	NW_019813613.1-F000
LG8	30,51156197	NW_019821935.1-F001
LG8	30,96733436	NW_019815279.1-F000
LG8	31,00161456	LOC112035024
LG8	31,09371256	LOC112013202
LG8	31,13941644	LOC112040062
LG8	31,49812023	LOC112013224
LG8	31,82543625	LOC112015376
LG8	31,83149648	LOC112039082
LG8	33,29928649	LOC111999873
LG8	33,54916857	LOC112032494
LG8	34,4	LOC111995869
LG8	34,4	NW_019820743.1-F000
LG8	34,40285245	LOC111999776
LG8	34,46111472	NW_019806124.1-F000
LG8	34,72196134	LOC111995166
LG8	35,60143546	LOC112017906
LG8	35,90591158	LOC112012249
LG8	35,98148417	NW_019826380.1-F001
LG8	35,98493058	LOC112012248
LG8	36,0280975	LOC111990923
LG8	36,14822632	LOC111990172
LG8	36,20147242	LOC112023206
LG8	36,41330497	LOC112036629
LG8	36,46185558	LOC112033281
LG8	36,519088	LOC112015521
LG8	36,58982826	LOC112028037
LG8	36,6048213	LOC112040328
LG8	36,63558031	LOC111994502
LG8	36,69328374	LOC112017731
LG8	36,704835	NW_019807876.1-F000
LG8	36,74362538	LOC111990616
LG8	36,79065367	LOC112024466
LG8	36,81141863	LOC112024464
LG8	38,86252012	LOC111983249
LG8	39,18486976	LOC111993272
LG8	39,24814598	LOC112005009
LG8	39,37951222	NW_019816118.1-F000
LG8	39,71136507	LOC111989355
LG8	39,87076411	LOC112035818
LG8	40,40810902	LOC112008526
LG8	40,46564734	LOC112038315
LG8	40,6123611	NW_019825004.1-F000
LG8	40,62660312	NW_019820062.1-F001
LG8	41,18228126	LOC111994500
LG8	41,92703496	LOC112033741
LG8	42,10513704	LOC112008343
LG8	42,10514213	NW_019824910.1-F001
LG8	42,24791924	NW_019824910.1-F000
LG8	42,27389363	NW_019809686.1-F001
LG8	42,33576866	LOC112008346
LG8	42,78471529	LOC112020583
LG8	43,03476317	LOC112034580
LG8	43,41471458	NW_019819340.1-F000
LG8	43,48817736	LOC111991616
LG8	43,56305042	LOC112028643
LG8	43,79682945	LOC111991615
LG8	44,49200738	NW_019826381.1-F002
LG8	44,7	LOC112020655
LG8	44,7	LOC112025344
LG8	44,80501049	LOC112020635
LG8	44,81144027	LOC112020657
LG8	44,8663104	LOC112007232
LG8	45,04887685	LOC112010546
LG8	45,07623957	NW_019813037.1-F000
LG8	45,32218992	NW_019815283.1-F002
LG8	45,7	LOC112002860
LG8	45,7	LOC112007554
LG8	45,7	LOC112008859
LG8	45,7	LOC112008860
LG8	45,7	LOC112022990
LG8	45,7	LOC112027824
LG8	45,7	LOC112028175
LG8	45,74073094	LOC112039780
LG8	46,32444324	NW_019821381.1-F000
LG8	46,92198833	NW_019806554.1-F000
LG8	47,36298856	LOC111992096
LG8	47,85854287	LOC111992100
LG8	48,0752436	LOC111996347
LG8	48,225616	LOC111992086
LG8	48,40828071	LOC111992126
LG8	48,5	LOC112036446
LG8	48,5	NW_019806145.1-F000
LG8	48,53452767	NW_019819669.1-F002
LG8	48,55309596	LOC112023717
LG8	48,65746663	LOC111992081
LG8	48,69847126	NW_019824353.1-F000
LG8	48,79066642	LOC111994642
LG8	49,07913459	NW_019809666.1-F000
LG8	49,20527473	LOC112009257
LG8	49,26653454	LOC112009271
LG8	49,35600731	NW_019819326.1-F001
LG8	49,35624487	LOC111991516
LG8	49,45784793	LOC112009265
LG8	49,4926189	LOC112009264
LG8	49,49273164	LOC112009258
LG8	49,50829814	NW_019825472.1-F000
LG8	49,61029572	LOC112009266
LG8	49,88796371	LOC112009273
LG8	49,91182581	LOC111991649
LG8	49,95244455	LOC111991648
LG8	50,18152467	LOC111991647
LG8	50,1854629	NW_019814625.1-F000
LG8	50,93089068	LOC112000032
LG8	50,95247112	NW_019822668.1-F000
LG8	51,39514851	LOC112001628
LG8	51,40140067	LOC111985144
LG8	51,46630258	LOC111985145
LG8	51,48767669	LOC111985148
LG8	51,89333593	NW_019824787.1-F000
LG8	51,9975547	LOC112041107
LG8	52,24317634	LOC112040983
LG8	52,84958241	LOC112017549
LG8	52,99575957	LOC112015814
LG8	53,02303418	LOC112015838
LG8	53,07173781	LOC112015834
LG8	53,10606338	LOC112015833
LG8	53,59339753	LOC112015813
LG8	53,6996025	LOC112035689
LG8	53,72396864	LOC111996458
LG8	53,80900975	LOC111985400
LG8	54,11555356	NW_019821063.1-F000
LG8	54,15384402	LOC111985408
LG8	54,29412445	LOC111996450
LG8	54,32819032	NW_019821340.1-F000
LG8	54,32831829	LOC112018909
LG8	54,74980122	LOC112016424
LG8	55,91096296	LOC112022370
LG8	56,51832944	LOC112022100
LG8	58,31524494	LOC112039776
LG8	58,46143176	NW_019815283.1-F001
LG8	58,47181933	LOC112039782
LG8	58,62735601	NW_019820851.1-F000
LG8	58,85657353	LOC112031577
LG8	59,3291173	LOC112004908
LG8	59,83550992	LOC112007210
LG8	59,84900619	LOC112007270
LG8	60,36036014	NW_019808859.1-F000
LG8	60,42356544	LOC111983059
LG8	60,93920217	LOC112011760
LG8	61,20437092	LOC112011768
LG8	61,4	LOC112000365
LG8	61,41116875	NW_019823049.1-F000
LG8	61,41163011	LOC112023769
LG8	61,7100492	LOC112011023
LG8	61,87110236	NW_019807322.1-F000
LG8	62,01115515	LOC111990618
LG8	62,21043258	NW_019825858.1-F000
LG8	62,27932227	LOC112001524
LG8	62,29751987	LOC112011957
LG8	62,31506136	NW_019826311.1-F000
LG8	62,51682335	LOC112011944
LG8	62,6	LOC112008756
LG8	62,6	NW_019825202.1-F001
LG8	62,6	NW_019825202.1-F002
LG8	62,62930766	LOC112010484
LG8	62,63496411	LOC112010473
LG8	62,84710125	LOC112002083
LG8	62,84996876	LOC112029629
LG8	62,86252827	LOC112029691
LG8	62,9	LOC111985089
LG8	62,9	LOC111985090
LG8	62,9	LOC111985106
LG8	62,9	LOC112005077
LG8	62,9	LOC112006626
LG8	62,9	LOC112019455
LG8	62,9	NW_019812878.1-F000
LG8	62,9	NW_019824177.1-F000
LG8	63,09631773	LOC112019457
LG8	63,1448832	LOC112019460
LG8	63,67050608	LOC111988975
LG9	0,000716955	LOC112016308
LG9	0,03043532	LOC111986383
LG9	0,100242597	LOC112037379
LG9	0,161537278	NW_019813746.1-F000
LG9	0,178109986	NW_019813746.1-F001
LG9	0,29565659	LOC112017889
LG9	0,317839844	LOC112016311
LG9	0,326269588	LOC111996618
LG9	0,427516376	LOC111997734
LG9	0,45934	LOC111997757
LG9	0,520190687	LOC112015919
LG9	0,9	LOC111991559
LG9	0,9	LOC112029384
LG9	1,500706616	LOC112006540
LG9	1,502547954	NW_019824423.1-F000
LG9	1,600311086	LOC112009241
LG9	1,614645382	LOC112009261
LG9	1,635884316	LOC112006778
LG9	1,715005226	LOC112003113
LG9	1,750932594	LOC111985216
LG9	4,182054726	NW_019822822.1-F000
LG9	4,4647427	LOC112034287
LG9	4,49827605	LOC112034285
LG9	5,403124645	LOC112022496
LG9	5,477510085	LOC112022510
LG9	5,496978548	LOC111985064
LG9	6,7	LOC112034581
LG9	7,609741476	LOC112017977
LG9	7,634705443	LOC112017972
LG9	9,20100979	LOC112004049
LG9	9,3	LOC111988674
LG9	9,3	LOC112011862
LG9	9,3	LOC112011863
LG9	9,710515061	LOC112034733
LG9	9,727858321	NW_019808691.1-F000
LG9	9,805033735	LOC112020213
LG9	9,995224197	LOC112020234
LG9	10,22966347	LOC112020217
LG9	10,6648751	NW_019816745.1-F000
LG9	10,67249847	LOC112020207
LG9	10,71951044	LOC112002032
LG9	10,7195954	LOC112020205
LG9	11,3088601	107664_length_227_cvg_18,7_tip.1-F000
LG9	11,47722846	LOC112005261
LG9	11,61179504	NW_019807434.1-F000
LG9	11,61426202	LOC112004866
LG9	11,76010116	LOC112026388
LG9	12,06947389	LOC112021967
LG9	12,7397598	LOC112038311
LG9	12,90380395	NW_019826309.1-F000
LG9	12,91722638	LOC112011886
LG9	13,00893938	NW_019812904.1-F000
LG9	13,51903774	LOC112039440
LG9	13,7	LOC111998937
LG9	13,99695192	LOC111998954
LG9	14,37173162	LOC111994504
LG9	14,89240539	NW_019821383.1-F003
LG9	15,03611097	LOC111997765
LG9	15,05674115	NW_019823053.1-F000
LG9	15,07385205	NW_019812055.1-F000
LG9	15,13980048	LOC112023295
LG9	15,75803781	LOC111998996
LG9	15,77808423	NW_019821944.1-F000
LG9	15,93247733	NW_019825496.1-F001
LG9	16,02886972	LOC112009599
LG9	16,04224217	NW_019825496.1-F000
LG9	16,14497137	LOC112004360
LG9	16,69920889	LOC112014046
LG9	16,96111062	LOC112039450
LG9	17,10252764	LOC112039435
LG9	17,28262808	LOC112039446
LG9	17,58689994	LOC111997718
LG9	17,8	LOC112033739
LG9	17,8	LOC112033914
LG9	18,92141016	LOC112026510
LG9	18,95029551	LOC112010502
LG9	19,30039973	LOC111985233
LG9	19,30161915	LOC111985235
LG9	19,7	NW_019828636.1-F000
LG9	20,04068511	LOC111985237
LG9	21,12157964	NW_019812672.1-F000
LG9	21,23190652	LOC112032049
LG9	22,54509322	LOC112032054
LG9	22,95441868	LOC112026729
LG9	23,20854962	NW_019821939.1-F000
LG9	24,12359862	LOC111989490
LG9	24,50129348	LOC112010339
LG9	24,94136488	LOC111984132
LG9	25,89748693	LOC112030436
LG9	26,10318181	NW_019818227.1-F000
LG9	26,28535518	LOC112037404
LG9	27,21174295	LOC111996807
LG9	27,43302928	NW_019828020.1-F000
LG9	27,76672018	LOC111998130
LG9	28,13849956	LOC112006609
LG9	28,2595932	NW_019815240.1-F000
LG9	28,26028881	LOC112039101
LG9	28,37914895	LOC112025255
LG9	28,46073718	LOC112036545
LG9	28,52393901	LOC112036555
LG9	28,59886671	LOC112023969
LG9	28,64547576	LOC112000399
LG9	29,6	LOC111986893
LG9	29,67093132	NW_019817474.1-F001
LG9	29,74719254	NW_019807659.1-F000
LG9	29,8139343	LOC112011876
LG9	29,85599453	LOC112040048
LG9	29,85624258	NW_019827637.1-F000
LG9	30,60669015	NW_019822956.1-F000
LG9	30,94961864	LOC111988364
LG9	32,86670593	NW_019808703.1-F000
LG9	33,72605135	NW_019808703.1-F001
LG9	33,77333764	LOC112020615
LG9	34,70738647	LOC112040033
LG9	34,72682493	LOC111983153
LG9	34,73045134	LOC111983151
LG9	34,84267599	LOC112018089
LG9	34,89649324	NW_019807970.1-F000
LG9	34,95861875	NW_019813451.1-F000
LG9	34,97093679	LOC112039759
LG9	35,00099751	101306_length_217_cvg_0,9_tip.1-F000
LG9	35,67333429	LOC112035395
LG9	38,53709614	LOC112019730
LG9	40	NW_019817474.1-F000
LG9	40,02071037	NW_019814429.1-F002
LG9	40,09947765	NW_019824685.1-F000
LG9	40,42041963	LOC111993678
LG9	40,47268345	NW_019820018.1-F000
LG9	40,55872778	LOC111993677
LG9	40,58798299	LOC111993669
LG9	40,62149764	LOC112033285
LG9	40,64625366	LOC112037475
LG9	40,78456416	LOC111987565
LG9	40,80234722	LOC112006248
LG9	40,82675271	NW_019824381.1-F000
LG9	40,83949104	LOC112033917
LG9	40,8429527	LOC112033927
LG9	40,90999261	LOC112030940
LG9	41,26980298	LOC112018108
LG9	41,5	LOC112012290
LG9	41,5	LOC112019280
LG9	41,5	LOC112028211
LG9	41,5	NW_019821870.1-F000
LG9	42,3	LOC112033711
LG9	42,66756653	LOC112007371
LG9	43,49618376	LOC111992200
LG9	43,5444692	LOC112026646
LG9	43,544554	LOC112022235
LG9	43,9	LOC112012302
LG9	44,3300549	LOC112001023
LG9	44,43693026	NW_019826308.1-F002
LG9	44,47757971	NW_019826308.1-F001
LG9	44,83510458	LOC111999675
LG9	44,89317108	NW_019826381.1-F001
LG9	45,16436262	LOC112034239
LG9	45,20120512	LOC112034244
LG9	45,23989352	LOC112034235
LG9	46,17385096	LOC112028173
LG9	46,19518768	LOC112028161
LG9	46,52048363	LOC111984779
LG9	47,36431502	LOC111987040
LG9	47,75677995	NW_019821089.1-F001
LG9	48,14282115	LOC112004490
LG9	48,74499708	LOC112030287
LG9	49,36587916	LOC112023981
LG9	49,61681352	LOC111997355
LG9	49,8552936	NW_019827913.1-F000
LG9	49,9113968	LOC112016091
LG9	50,34329432	NW_019805645.1-F000
LG9	50,74729917	NW_019816396.1-F000
LG9	50,78930969	NW_019824172.1-F000
LG9	50,78952685	LOC112025458
LG9	51,89208114	NW_019809938.1-F001
LG9	54,2458207	LOC111998819
LG9	54,96238156	NW_019826670.1-F000
LG9	55,22669717	LOC112009733
LG9	55,31211426	NW_019825594.1-F000
LG10	0,067739597	LOC112039761
LG10	0,519022764	LOC112039786
LG10	0,6001	LOC111997464
LG10	0,6002	LOC112039524
LG10	0,6003	LOC112039533
LG10	0,6004	LOC112039564
LG10	0,658336127	LOC112006455
LG10	0,6708347	LOC112031042
LG10	0,9	LOC111990212
LG10	0,916086971	LOC112022469
LG10	1,051317271	NW_019808497.1-F000
LG10	1,200079897	LOC112019734
LG10	1,291738164	NW_019809673.1-F000
LG10	1,405827899	LOC112040684
LG10	1,410235054	LOC112040685
LG10	1,421697331	NW_019819566.1-F000
LG10	1,653535434	LOC111988751
LG10	1,938677088	LOC112001741
LG10	2,111570229	LOC112001742
LG10	2,786656556	LOC112006421
LG10	3,583177785	LOC112006479
LG10	3,998686892	LOC112036133
