gene	Arabidopsis ID
LOC112010356	AT3G47570
LOC112010890	AT3G47570
LOC112011140	AT3G47570
LOC112011307	AT3G47570
LOC112011778	AT3G47570
LOC112012027	AT3G47570
LOC112013940	AT3G47570
LOC112013941	AT3G47570
LOC112013943	AT3G47570
LOC112014086	AT3G47570
LOC112015661	AT3G47570
LOC112017241	AT3G47570
LOC112018259	AT3G47570
LOC112018267	AT3G47570
LOC112018530	AT3G47570
LOC112018637	AT3G47570
LOC112019260	AT3G47570
LOC112020637	AT3G47570
LOC112021260	AT3G47570
LOC112021734	AT3G47570
LOC112021743	AT3G47570
LOC112023277	AT3G47570
LOC112023770	AT3G47570
LOC112024816	AT3G47570
LOC112025210	AT3G47570
LOC112025283	AT3G47570
LOC112025412	AT3G47570
LOC112025665	AT3G47570
LOC112025666	AT3G47570
LOC112026319	AT3G47570
LOC112026427	AT3G47570
LOC112026677	AT3G47570
LOC112026987	AT3G47570
LOC112028913	AT3G47570
LOC112031050	AT3G47570
LOC112031051	AT3G47570
LOC112031052	AT3G47570
LOC112031580	AT3G47570
LOC112032407	AT3G47570
LOC112032755	AT3G47570
LOC112032851	AT3G47570
LOC112032873	AT3G47570
LOC112032887	AT3G47570
LOC112032896	AT3G47570
LOC112032906	AT3G47570
LOC112032932	AT3G47570
LOC112033283	AT3G47570
LOC112033541	AT3G47570
LOC112034642	AT3G47570
LOC112034643	AT3G47570
LOC112034644	AT3G47570
LOC112034650	AT3G47570
LOC112034971	AT3G47570
LOC112036182	AT3G47570
LOC112037138	AT3G47570
LOC112038753	AT3G47570
LOC112039866	AT3G47570
LOC112010879	AT3G47570
LOC112032376	AT3G47570
LOC112028276	AT3G47570
LOC112006918	AT3G47570
LOC111999843	AT3G47570
LOC112011940	AT3G47570
LOC112023766	AT3G47570
LOC112006505	AT3G47580
LOC112013223	AT3G47580
LOC112023263	AT3G47580
LOC112023772	AT3G47580
LOC112026675	AT3G47580
LOC112032982	AT3G47580
LOC111991931	AT3G47590
LOC112023223	AT3G47590
LOC111987893	AT3G47600
LOC112027655	AT3G47610
LOC112039363	AT3G47610
LOC112039340	AT3G47620
LOC111998726	AT3G47620
LOC112002806	AT3G47630
LOC112013859	AT3G47630
LOC112026352	AT3G47630
LOC112039368	AT3G47640
LOC112016555	AT3G47650
LOC112035652	AT3G47650
LOC111995823	AT3G47670
LOC111983068	AT3G47680
LOC111987424	AT3G47680
LOC111987803	AT3G47680
LOC111988274	AT3G47680
LOC111988339	AT3G47680
LOC111988590	AT3G47680
LOC111990936	AT3G47680
LOC111994630	AT3G47680
LOC111997498	AT3G47680
LOC112009286	AT3G47680
LOC112015687	AT3G47680
LOC112016162	AT3G47680
LOC112016752	AT3G47680
LOC112016830	AT3G47680
LOC112019237	AT3G47680
LOC112021145	AT3G47680
LOC112036439	AT3G47680
LOC112039360	AT3G47690
LOC111994402	AT3G47700
LOC111988593	AT3G47710
LOC111988559	AT3G47730
LOC111988555	AT3G47780
LOC111988576	AT3G47800
LOC111987974	AT3G47810
LOC111988541	AT3G47810
LOC112019628	AT3G47810
LOC112005900	AT3G47830
LOC112027741	AT3G47830
LOC112016000	AT3G47840
LOC112028672	AT3G47850
LOC111998882	AT3G47860
LOC112017626	AT3G47870
LOC111987922	AT3G47890
LOC111987927	AT3G47890
LOC111987931	AT3G47890
LOC111988028	AT3G47890
LOC111988404	AT3G47890
LOC112013631	AT3G47890
LOC112015599	AT3G47890
LOC112017633	AT3G47890
LOC112018027	AT3G47890
LOC112020597	AT3G47890
LOC112024785	AT3G47890
LOC112027141	AT3G47890
LOC112027142	AT3G47890
LOC112027400	AT3G47890
LOC111988403	AT3G47910
LOC111988406	AT3G47910
LOC112014087	AT3G47910
LOC112024854	AT3G47910
LOC111984454	AT3G47930
LOC111994983	AT3G47930
LOC112012043	AT3G47930
LOC111989751	AT3G47940
LOC112005803	AT3G47940
LOC112017642	AT3G47940
LOC111992387	AT3G47950
LOC112040934	AT3G47990
LOC111995215	AT3G48000
LOC112014299	AT3G48000
LOC112020173	AT3G48000
LOC112020352	AT3G48000
LOC112029378	AT3G48000
LOC112030326	AT3G48000
LOC112020178	AT3G48010
LOC112031632	AT3G48030
LOC112031636	AT3G48040
LOC112031647	AT3G48050
LOC112031663	AT3G48050
LOC111999312	AT3G48080
LOC111999308	AT3G48090
LOC111999317	AT3G48090
LOC111999331	AT3G48090
LOC111999314	AT3G48100
LOC112019733	AT3G48110
LOC111999323	AT3G48120
LOC111985483	AT3G48140
LOC111999307	AT3G48140
LOC111983747	AT3G48150
LOC111990476	AT3G48150
LOC111999319	AT3G48150
LOC112000892	AT3G48150
LOC112020170	AT3G48160
LOC112020166	AT3G48160
LOC112020187	AT3G48180
LOC112040764	AT3G48187
LOC111985611	AT3G48190
LOC111987232	AT3G48190
LOC111999567	AT3G48190
LOC112012111	AT3G48190
LOC112019333	AT3G48190
LOC112021174	AT3G48190
LOC112021508	AT3G48190
LOC112024998	AT3G48190
LOC112033691	AT3G48190
LOC112040757	AT3G48195
LOC112039607	AT3G48200
LOC112039606	AT3G48200
LOC112002072	AT3G48200
LOC111993195	AT3G48200
LOC111987179	AT3G48200
LOC111986423	AT3G48200
LOC111986428	AT3G48200
LOC111986429	AT3G48200
LOC111987181	AT3G48200
LOC111989343	AT3G48200
LOC111991478	AT3G48200
LOC112005160	AT3G48200
LOC112005161	AT3G48200
LOC112011981	AT3G48200
LOC112027250	AT3G48200
LOC112039612	AT3G48200
LOC111991495	AT3G48210
LOC112012267	AT3G48240
LOC112010510	AT3G48250
LOC112012275	AT3G48250
LOC112012251	AT3G48260
LOC112036538	AT3G48260
LOC111986329	AT3G48270
LOC112010062	AT3G48270
LOC112015043	AT3G48270
LOC112027913	AT3G48270
LOC112031923	AT3G48270
LOC111987054	AT3G48280
LOC111993031	AT3G48280
LOC111998473	AT3G48280
LOC112005279	AT3G48280
LOC112005281	AT3G48280
LOC112017736	AT3G48280
LOC112022312	AT3G48280
LOC112031937	AT3G48280
LOC112010351	AT3G48290
LOC111998482	AT3G48290
LOC112035160	AT3G48300
LOC111990810	AT3G48310
LOC111993544	AT3G48310
LOC112007897	AT3G48310
LOC111998457	AT3G48310
LOC112018952	AT3G48320
LOC112025835	AT3G48320
LOC112006147	AT3G48330
LOC112013688	AT3G48330
LOC112002105	AT3G48380
LOC111997614	AT3G48400
LOC112031835	AT3G48420
LOC112029997	AT3G48425
LOC111983449	AT3G48430
LOC111987648	AT3G48430
LOC111987851	AT3G48430
LOC112002534	AT3G48430
LOC112029048	AT3G48430
LOC112030923	AT3G48440
LOC111983122	AT3G48460
LOC111986924	AT3G48460
LOC111986929	AT3G48460
LOC112000019	AT3G48460
LOC112000663	AT3G48460
LOC112000664	AT3G48460
LOC112000665	AT3G48460
LOC112000676	AT3G48460
LOC112000678	AT3G48460
LOC112000679	AT3G48460
LOC112000680	AT3G48460
LOC112034198	AT3G48460
LOC111995092	AT3G48470
LOC111995095	AT3G48480
LOC111995097	AT3G48490
LOC111995085	AT3G48500
LOC112003965	AT3G48520
LOC112005217	AT3G48520
LOC112012674	AT3G48520
LOC112006275	AT3G48530
LOC112024613	AT3G48530
LOC112006481	AT3G48540
LOC112014577	AT3G48540
LOC112006479	AT3G48550
LOC112006423	AT3G48560
LOC112012241	AT3G48560
LOC112021926	AT3G48560
LOC112023235	AT3G48560
LOC112029197	AT3G48560
LOC112006434	AT3G48590
LOC112006443	AT3G48610
LOC111984919	AT3G48660
LOC112015288	AT3G48660
LOC112016442	AT3G48670
LOC112006449	AT3G48680
LOC112015706	AT3G48700
LOC112001732	AT3G48710
LOC112039877	AT3G48730
LOC111984561	AT3G48750
LOC111989732	AT3G48750
LOC111991475	AT3G48750
LOC111999608	AT3G48750
LOC112001358	AT3G48750
LOC112005823	AT3G48750
LOC112012085	AT3G48750
LOC112012840	AT3G48750
LOC112018630	AT3G48750
LOC112029921	AT3G48750
LOC111993641	AT3G48770
LOC111993645	AT3G48770
LOC111998780	AT3G48770
LOC112008665	AT3G48770
LOC112016091	AT3G48770
LOC112017384	AT3G48770
LOC112017388	AT3G48770
LOC112017391	AT3G48770
LOC112018813	AT3G48770
LOC112023086	AT3G48770
LOC112035125	AT3G48770
LOC111985595	AT3G48780
LOC112010130	AT3G48790
LOC111988771	AT3G48800
LOC112037298	AT3G48800
LOC111987773	AT3G48810
LOC111991056	AT3G48810
LOC112019735	AT3G48820
LOC111990023	AT3G48850
LOC112022467	AT3G48860
LOC111982960	AT3G48880
LOC111986196	AT3G48880
LOC112004356	AT3G48880
LOC112006673	AT3G48880
LOC112039450	AT3G48880
LOC112040620	AT3G48880
LOC111984443	AT3G48890
LOC111995004	AT3G48890
LOC112004360	AT3G48890
LOC112018234	AT3G48890
LOC112018557	AT3G48890
LOC112035596	AT3G48890
LOC112040330	AT3G48890
LOC112004883	AT3G48900
LOC111998981	AT3G48900
LOC112004352	AT3G48900
LOC112038591	AT3G48900
LOC111993314	AT3G48930
LOC112009853	AT3G48950
LOC112009854	AT3G48950
LOC112009855	AT3G48950
LOC112001596	AT3G48970
LOC112030464	AT3G48970
LOC111989747	AT3G48990
LOC111991135	AT3G48990
LOC111998999	AT3G48990
LOC112002540	AT3G48990
LOC112004964	AT3G48990
LOC112018730	AT3G48990
LOC112020275	AT3G48990
LOC112031293	AT3G48990
LOC112031402	AT3G48990
LOC112031424	AT3G48990
LOC112031840	AT3G48990
LOC112032661	AT3G48990
LOC111998987	AT3G49000
LOC112001605	AT3G49000
LOC112023101	AT3G49000
LOC111988360	AT3G49010
LOC112013995	AT3G49010
LOC111986355	AT3G49050
LOC112019571	AT3G49050
LOC111998956	AT3G49055
LOC111998954	AT3G49060
LOC112039433	AT3G49070
LOC112039451	AT3G49070
LOC111984214	AT3G49080
LOC111985550	AT3G49080
LOC112039441	AT3G49080
LOC112035575	AT3G49100
LOC111985439	AT3G49142
LOC111995707	AT3G49142
LOC112004049	AT3G49160
LOC111984050	AT3G49170
LOC111993122	AT3G49170
LOC111993184	AT3G49170
LOC112008235	AT3G49170
LOC112027947	AT3G49170
LOC112000215	AT3G49180
LOC112000296	AT3G49180
LOC112029432	AT3G49180
LOC112034502	AT3G49180
LOC112035547	AT3G49180
LOC112040431	AT3G49180
LOC112012672	AT3G49190
LOC112036214	AT3G49190
LOC112036294	AT3G49190
LOC111992293	AT3G49200
LOC112017985	AT3G49200
LOC112017972	AT3G49220
LOC112012776	AT3G49240
LOC112034623	AT3G49250
LOC112034600	AT3G49260
LOC112012630	AT3G49290
LOC112034602	AT3G49290
LOC111983089	AT3G49340
LOC111985701	AT3G49340
LOC111985702	AT3G49340
LOC111985704	AT3G49340
LOC111996269	AT3G49340
LOC111996272	AT3G49340
LOC112014212	AT3G49340
LOC112005130	AT3G49350
LOC112017386	AT3G49390
LOC112022496	AT3G49400
LOC111983755	AT3G49410
LOC111984597	AT3G49410
LOC112000033	AT3G49430
LOC112022507	AT3G49430
LOC111989714	AT3G49470
LOC112008719	AT3G49470
LOC112003742	AT3G49490
LOC111994326	AT3G49500
LOC112024659	AT3G49530
LOC112024694	AT3G49530
LOC112019844	AT3G49590
LOC112019263	AT3G49600
LOC112018764	AT3G49601
LOC112019228	AT3G49601
LOC112023140	AT3G49601
LOC112013295	AT3G49640
LOC112026222	AT3G49640
LOC112032534	AT3G49640
LOC112032537	AT3G49645
LOC112005394	AT3G49650
LOC111983634	AT3G49660
LOC111987210	AT3G49660
LOC111991257	AT3G49660
LOC111992423	AT3G49660
LOC111993463	AT3G49660
LOC111993767	AT3G49660
LOC111995471	AT3G49660
LOC111998685	AT3G49660
LOC112001239	AT3G49660
LOC112005396	AT3G49660
LOC112008429	AT3G49660
LOC112014284	AT3G49660
LOC112014819	AT3G49660
LOC112018608	AT3G49660
LOC112018667	AT3G49660
LOC112021327	AT3G49660
LOC112021354	AT3G49660
LOC112021360	AT3G49660
LOC112021568	AT3G49660
LOC112021594	AT3G49660
LOC112026826	AT3G49660
LOC112026843	AT3G49660
LOC112029929	AT3G49660
LOC112033229	AT3G49660
LOC112036362	AT3G49660
LOC112014033	AT3G49680
LOC112032603	AT3G49680
LOC112010399	AT3G49690
LOC111990508	AT3G49690
LOC111997050	AT3G49690
LOC112007487	AT3G49690
LOC112007481	AT3G49700
LOC111989586	AT3G49710
LOC111985239	AT3G49720
LOC111989585	AT3G49720
LOC111990243	AT3G49720
LOC111989577	AT3G49725
LOC111989594	AT3G49740
LOC111989570	AT3G49750
LOC112012154	AT3G49760
LOC111990608	AT3G49780
LOC112010672	AT3G49780
LOC112028563	AT3G49780
LOC112030167	AT3G49780
LOC112028557	AT3G49800
LOC112015041	AT3G49810
LOC112027518	AT3G49810
LOC112022873	AT3G49870
LOC112031029	AT3G49880
LOC111990169	AT3G49890
LOC112000394	AT3G49900
LOC111989699	AT3G49910
LOC112000357	AT3G49910
LOC112034034	AT3G49940
LOC111989272	AT3G49950
LOC112034031	AT3G49950
LOC111986289	AT3G49990
LOC112019100	AT3G49990
LOC112035796	AT3G49990
LOC112037053	AT3G50000
LOC112015560	AT3G50060
LOC112022524	AT3G50060
LOC112028583	AT3G50060
LOC111986494	AT3G50120
LOC111989038	AT3G50120
LOC111990351	AT3G50120
LOC111996996	AT3G50120
LOC111997323	AT3G50120
LOC111998061	AT3G50120
LOC112002171	AT3G50120
LOC112004050	AT3G50120
LOC112007545	AT3G50120
LOC112010692	AT3G50120
LOC112010693	AT3G50120
LOC112010706	AT3G50120
LOC112010707	AT3G50120
LOC112010709	AT3G50120
LOC112010710	AT3G50120
LOC112019054	AT3G50120
LOC112019057	AT3G50120
LOC112029800	AT3G50120
LOC112032586	AT3G50120
LOC112037178	AT3G50120
LOC112037180	AT3G50120
LOC112037183	AT3G50120
LOC112040826	AT3G50120
LOC111989004	AT3G50140
LOC112021168	AT3G50150
LOC112022931	AT3G50150
LOC112023361	AT3G50150
LOC112037973	AT3G50150
LOC111998060	AT3G50160
LOC112009672	AT3G50160
LOC112019051	AT3G50160
LOC112019056	AT3G50160
LOC112033349	AT3G50160
LOC112024014	AT3G50170
LOC112037977	AT3G50170
LOC112030401	AT3G50180
LOC112000565	AT3G50210
LOC111989954	AT3G50210
LOC111995787	AT3G50210
LOC112000564	AT3G50210
LOC112030071	AT3G50210
LOC111995334	AT3G50240
LOC112011584	AT3G50240
LOC111988769	AT3G50260
LOC111995794	AT3G50260
LOC112037449	AT3G50280
LOC111986265	AT3G50310
LOC112003362	AT3G50310
LOC112003369	AT3G50310
LOC112010486	AT3G50310
LOC112026616	AT3G50310
LOC111993492	AT3G50360
LOC111996954	AT3G50360
LOC112014257	AT3G50360
LOC112034876	AT3G50370
LOC112038075	AT3G50380
LOC112015711	AT3G50390
LOC112025825	AT3G50390
LOC112034952	AT3G50390
LOC112034955	AT3G50390
LOC112002138	AT3G50400
LOC112002139	AT3G50400
LOC112002146	AT3G50400
LOC112038090	AT3G50420
LOC112038086	AT3G50430
LOC112033096	AT3G50440
LOC112035619	AT3G50440
LOC112035636	AT3G50440
LOC112038016	AT3G50440
LOC112038063	AT3G50440
LOC112038087	AT3G50440
LOC112038096	AT3G50440
LOC112040537	AT3G50450
LOC112031386	AT3G50520
LOC112032508	AT3G50520
LOC112004212	AT3G50530
LOC112032497	AT3G50530
LOC111987106	AT3G50560
LOC112013563	AT3G50560
LOC112014791	AT3G50560
LOC112019587	AT3G50560
LOC112021647	AT3G50560
LOC112032523	AT3G50560
LOC112033210	AT3G50560
LOC111987748	AT3G50590
LOC111987745	AT3G50620
LOC112006212	AT3G50660
LOC111991780	AT3G50670
LOC112008001	AT3G50670
LOC112014585	AT3G50670
LOC112003481	AT3G50685
LOC112038579	AT3G50700
LOC112003929	AT3G50700
LOC111995671	AT3G50700
LOC112011916	AT3G50700
LOC112037731	AT3G50700
LOC112039760	AT3G50700
LOC112019752	AT3G50700
LOC111995930	AT3G50710
LOC111996859	AT3G50710
LOC112004302	AT3G50710
LOC112023420	AT3G50710
LOC112023445	AT3G50710
LOC112003440	AT3G50710
LOC111984188	AT3G50720
LOC111993661	AT3G50740
LOC112039152	AT3G50740
LOC112032935	AT3G50760
LOC112032923	AT3G50770
LOC111985181	AT3G50780
LOC112022173	AT3G50790
LOC112022174	AT3G50790
LOC112037959	AT3G50790
LOC111985206	AT3G50800
LOC111989679	AT3G50800
LOC112006763	AT3G50800
LOC112015304	AT3G50810
LOC112038077	AT3G50810
LOC112038044	AT3G50820
LOC111993950	AT3G50830
LOC112038064	AT3G50830
LOC111998786	AT3G50845
LOC112014829	AT3G50850
LOC112035156	AT3G50860
LOC111998850	AT3G50870
LOC111993256	AT3G50880
LOC111998840	AT3G50880
LOC112011235	AT3G50880
LOC112015992	AT3G50900
LOC112016005	AT3G50910
LOC111986008	AT3G50930
LOC112035142	AT3G50930
LOC112010581	AT3G50940
LOC112011046	AT3G50940
LOC112011479	AT3G50940
LOC112018277	AT3G50940
LOC112034382	AT3G50940
LOC112029424	AT3G50950
LOC111988051	AT3G50970
LOC112018854	AT3G50970
LOC112036049	AT3G50980
LOC111994276	AT3G51000
LOC112000862	AT3G51000
LOC112000865	AT3G51000
LOC112014900	AT3G51000
LOC112032217	AT3G51000
LOC112000872	AT3G51010
LOC112011028	AT3G51010
LOC111986121	AT3G51030
LOC111986122	AT3G51030
LOC112000873	AT3G51030
LOC112000846	AT3G51040
LOC111992681	AT3G51050
LOC112027041	AT3G51060
LOC111992696	AT3G51070
LOC112002554	AT3G51090
LOC112009677	AT3G51090
LOC112001005	AT3G51100
LOC112033586	AT3G51100
LOC111991304	AT3G51130
LOC112020359	AT3G51130
LOC112030317	AT3G51130
LOC112033592	AT3G51130
LOC112033605	AT3G51140
LOC111996671	AT3G51150
LOC112033604	AT3G51150
LOC111996642	AT3G51160
LOC112000303	AT3G51160
LOC112035407	AT3G51240
LOC111987687	AT3G51250
LOC111989158	AT3G51250
LOC111995275	AT3G51270
LOC112000196	AT3G51270
LOC112007365	AT3G51270
LOC112007541	AT3G51270
LOC112035432	AT3G51280
LOC112035424	AT3G51290
LOC112005663	AT3G51320
LOC112008447	AT3G51340
LOC111998376	AT3G51360
LOC112022787	AT3G51370
LOC111996858	AT3G51380
LOC112002243	AT3G51390
LOC112002255	AT3G51390
LOC111996692	AT3G51420
LOC111999737	AT3G51430
LOC112040645	AT3G51430
LOC111985848	AT3G51430
LOC112016147	AT3G51460
LOC112005539	AT3G51470
LOC112004605	AT3G51500
LOC112004615	AT3G51510
LOC112038844	AT3G51520
LOC112002589	AT3G51520
LOC112038532	AT3G51520
LOC112000806	AT3G51550
LOC112029792	AT3G51550
LOC111984035	AT3G51550
LOC112016669	AT3G51550
LOC111984038	AT3G51550
LOC111985128	AT3G51550
LOC111986360	AT3G51550
LOC111986361	AT3G51550
LOC111995073	AT3G51550
LOC111995166	AT3G51550
LOC111998330	AT3G51550
LOC111998387	AT3G51550
LOC111998396	AT3G51550
LOC112001585	AT3G51550
LOC112001600	AT3G51550
LOC112008444	AT3G51550
LOC112009035	AT3G51550
LOC112015100	AT3G51550
LOC112015313	AT3G51550
LOC112015314	AT3G51550
LOC112017045	AT3G51550
LOC112017205	AT3G51550
LOC112019514	AT3G51550
LOC112019517	AT3G51550
LOC112019951	AT3G51550
LOC112023833	AT3G51550
LOC112025089	AT3G51550
LOC112026540	AT3G51550
LOC112026561	AT3G51550
LOC112026563	AT3G51550
LOC112026581	AT3G51550
LOC112027036	AT3G51550
LOC112028430	AT3G51550
LOC112029417	AT3G51550
LOC112029796	AT3G51550
LOC112031115	AT3G51550
LOC112031116	AT3G51550
LOC112031117	AT3G51550
LOC112031121	AT3G51550
LOC112031879	AT3G51550
LOC112032143	AT3G51550
LOC112032625	AT3G51550
LOC112033514	AT3G51550
LOC112034185	AT3G51550
LOC112034186	AT3G51550
LOC112034187	AT3G51550
LOC112034188	AT3G51550
LOC112034189	AT3G51550
LOC112034507	AT3G51550
LOC112036233	AT3G51550
LOC112038215	AT3G51550
LOC112031880	AT3G51550
LOC112033515	AT3G51550
LOC112038900	AT3G51550
LOC112018045	AT3G51550
LOC112010335	AT3G51580
LOC112004068	AT3G51610
LOC112004059	AT3G51620
LOC112024197	AT3G51620
LOC112004065	AT3G51630
LOC112034152	AT3G51650
LOC111990684	AT3G51670
LOC112015166	AT3G51670
LOC112019702	AT3G51670
LOC111997762	AT3G51680
LOC111986441	AT3G51680
LOC111990666	AT3G51680
LOC111990717	AT3G51680
LOC111991413	AT3G51680
LOC111995231	AT3G51680
LOC111996593	AT3G51680
LOC111997759	AT3G51680
LOC111997774	AT3G51680
LOC112003557	AT3G51680
LOC112013660	AT3G51680
LOC112013991	AT3G51680
LOC112019311	AT3G51680
LOC112019338	AT3G51680
LOC112019555	AT3G51680
LOC112022858	AT3G51680
LOC112023503	AT3G51680
LOC112025821	AT3G51680
LOC112027638	AT3G51680
LOC112033348	AT3G51680
LOC112034007	AT3G51680
LOC112036644	AT3G51680
LOC112040578	AT3G51680
LOC111986056	AT3G51690
LOC112000389	AT3G51700
LOC112000792	AT3G51700
LOC112002164	AT3G51700
LOC112003702	AT3G51700
LOC112019331	AT3G51700
LOC112023878	AT3G51710
LOC112034159	AT3G51730
LOC111990616	AT3G51740
LOC111994719	AT3G51740
LOC112015156	AT3G51740
LOC112033906	AT3G51760
LOC112040711	AT3G51770
LOC112033922	AT3G51770
LOC112003560	AT3G51780
LOC112035399	AT3G51780
LOC112019110	AT3G51790
LOC111991218	AT3G51800
LOC112005512	AT3G51800
LOC112020320	AT3G51800
LOC112005559	AT3G51820
LOC111983782	AT3G51830
LOC112005453	AT3G51830
LOC112018465	AT3G51830
LOC112005536	AT3G51840
LOC112011904	AT3G51840
LOC112009196	AT3G51850
LOC112006343	AT3G51860
LOC112006345	AT3G51860
LOC112006337	AT3G51880
LOC112011015	AT3G51880
LOC112006340	AT3G51890
LOC112004544	AT3G51910
LOC112007685	AT3G51930
LOC112008761	AT3G51930
LOC112020023	AT3G51930
LOC112029278	AT3G51940
LOC112029279	AT3G51940
LOC112009061	AT3G51950
LOC112007489	AT3G51970
LOC112030171	AT3G51970
LOC112034455	AT3G51970
LOC111985640	AT3G51980
LOC112018765	AT3G51980
LOC112023139	AT3G51980
LOC112034453	AT3G51990
LOC112000736	AT3G52000
LOC112008046	AT3G52000
LOC112010307	AT3G52010
LOC111988602	AT3G52030
LOC111988604	AT3G52040
LOC112024869	AT3G52040
LOC112034407	AT3G52050
LOC111985710	AT3G52080
LOC112017954	AT3G52080
LOC112027821	AT3G52080
LOC112002542	AT3G52090
LOC112017983	AT3G52090
LOC112016066	AT3G52105
LOC112038779	AT3G52110
LOC112003408	AT3G52110
LOC111990969	AT3G52115
LOC111999744	AT3G52115
LOC111999745	AT3G52115
LOC112040960	AT3G52115
LOC112040962	AT3G52115
LOC112040963	AT3G52115
LOC112015249	AT3G52120
LOC111983622	AT3G52140
LOC111998561	AT3G52140
LOC111985158	AT3G52140
LOC112016158	AT3G52140
LOC112008460	AT3G52140
LOC111986658	AT3G52150
LOC112004862	AT3G52150
LOC112015647	AT3G52155
LOC112015640	AT3G52155
LOC111988086	AT3G52170
LOC111988472	AT3G52180
LOC111988859	AT3G52190
LOC112025579	AT3G52190
LOC111992682	AT3G52200
LOC112019438	AT3G52210
LOC112010144	AT3G52220
LOC112025378	AT3G52220
LOC111988653	AT3G52230
LOC112016085	AT3G52240
LOC112001630	AT3G52250
LOC112001629	AT3G52260
LOC111999440	AT3G52270
LOC111999441	AT3G52300
LOC111991093	AT3G52360
LOC112004095	AT3G52380
LOC111987976	AT3G52390
LOC112004098	AT3G52390
LOC112019632	AT3G52390
LOC111998767	AT3G52420
LOC112032821	AT3G52430
LOC111985809	AT3G52460
LOC111987253	AT3G52460
LOC111987258	AT3G52460
LOC111987260	AT3G52460
LOC112026761	AT3G52460
LOC111999117	AT3G52480
LOC111984804	AT3G52490
LOC111998642	AT3G52490
LOC111998664	AT3G52500
LOC111998688	AT3G52500
LOC112026180	AT3G52500
LOC111998648	AT3G52520
LOC112026193	AT3G52525
LOC111998689	AT3G52560
LOC111998103	AT3G52570
LOC111998092	AT3G52580
LOC112009852	AT3G52580
LOC112022143	AT3G52580
LOC112025471	AT3G52580
LOC112027012	AT3G52580
LOC112029269	AT3G52580
LOC111993977	AT3G52590
LOC111998093	AT3G52590
LOC111999795	AT3G52590
LOC112005136	AT3G52590
LOC112040220	AT3G52600
LOC111990934	AT3G52610
LOC112026557	AT3G52610
LOC112026577	AT3G52610
LOC112010822	AT3G52620
LOC112033482	AT3G52640
LOC112033509	AT3G52640
LOC112010828	AT3G52660
LOC112027094	AT3G52660
LOC111985964	AT3G52680
LOC112003427	AT3G52680
LOC112010007	AT3G52680
LOC112021067	AT3G52680
LOC112024986	AT3G52680
LOC112030890	AT3G52680
LOC111998367	AT3G52710
LOC111998365	AT3G52720
LOC112001453	AT3G52730
LOC112027424	AT3G52730
LOC112030955	AT3G52730
LOC112019376	AT3G52740
LOC112027434	AT3G52740
LOC111986767	AT3G52750
LOC112019375	AT3G52750
LOC112025839	AT3G52750
LOC112027087	AT3G52750
LOC112001777	AT3G52770
LOC112001800	AT3G52780
LOC112001834	AT3G52780
LOC112006170	AT3G52780
LOC112041036	AT3G52780
LOC112032075	AT3G52790
LOC111993697	AT3G52810
LOC112014346	AT3G52810
LOC112014547	AT3G52810
LOC111997380	AT3G52820
LOC112031148	AT3G52820
LOC112031149	AT3G52820
LOC112010340	AT3G52850
LOC112031888	AT3G52860
LOC111988614	AT3G52870
LOC111997480	AT3G52870
LOC111997459	AT3G52870
LOC111997481	AT3G52880
LOC111996719	AT3G52890
LOC111997460	AT3G52890
LOC111999918	AT3G52900
LOC112009076	AT3G52900
LOC112009078	AT3G52900
LOC112036451	AT3G52905
LOC112009743	AT3G52910
LOC112012246	AT3G52910
LOC111983303	AT3G52940
LOC111998108	AT3G52940
LOC112039685	AT3G52940
LOC112001424	AT3G52950
LOC112004361	AT3G52950
LOC112037623	AT3G52950
LOC111989722	AT3G52960
LOC111989723	AT3G52960
LOC111994772	AT3G52960
LOC112005786	AT3G52960
LOC112006324	AT3G52960
LOC112037750	AT3G52960
LOC112039678	AT3G52960
LOC112011168	AT3G52970
LOC112039638	AT3G52970
LOC111988692	AT3G52990
LOC111990374	AT3G52990
LOC112024903	AT3G52990
LOC111998089	AT3G53000
LOC111998849	AT3G53010
LOC111998957	AT3G53010
LOC111998972	AT3G53010
LOC112022233	AT3G53010
LOC112035522	AT3G53010
LOC111989733	AT3G53020
LOC112005822	AT3G53020
LOC111997148	AT3G53030
LOC112029195	AT3G53030
LOC112036955	AT3G53030
LOC111997152	AT3G53090
LOC111984924	AT3G53120
LOC111984908	AT3G53130
LOC111984913	AT3G53140
LOC112009122	AT3G53140
LOC111984941	AT3G53150
LOC111984102	AT3G53170
LOC111985357	AT3G53170
LOC112013154	AT3G53170
LOC111996328	AT3G53180
LOC111997121	AT3G53180
LOC112008613	AT3G53180
LOC112012350	AT3G53180
LOC112021376	AT3G53180
LOC112030529	AT3G53180
LOC112022916	AT3G53190
LOC112032645	AT3G53190
LOC112022918	AT3G53200
LOC112032161	AT3G53220
LOC111990709	AT3G53230
LOC111991401	AT3G53230
LOC111994837	AT3G53230
LOC112036869	AT3G53230
LOC112036887	AT3G53230
LOC111984361	AT3G53240
LOC112020817	AT3G53240
LOC112009271	AT3G53260
LOC112023493	AT3G53260
LOC112039048	AT3G53270
LOC112008651	AT3G53320
LOC112028395	AT3G53320
LOC111992881	AT3G53390
LOC112022717	AT3G53390
LOC112026138	AT3G53390
LOC112006335	AT3G53400
LOC112022746	AT3G53400
LOC111992077	AT3G53440
LOC112022423	AT3G53470
LOC111983959	AT3G53480
LOC111997720	AT3G53480
LOC111997722	AT3G53480
